spam_label,text_clean,thread_id,posted_comment,spam_label_source
NOT_SPAM,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2",490,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2",NOT_SPAM
NOT_SPAM,I think i have fixed it can you send a test message?,491,I think i've fixed it can you send a test message?,NOT_SPAM
NOT_SPAM,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card",492,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card",NOT_SPAM
SPAM,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420 ip4 5we. 150pm. Dont miss out!",493,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",SPAM
NOT_SPAM,"Sorry,in meeting I will call later",494,"Sorry,in meeting I'll call later",NOT_SPAM
NOT_SPAM,What class of reunion?,495,What class of  &lt;#&gt;  reunion?,NOT_SPAM
NOT_SPAM,Are you free now?can i call now?,496,Are you free now?can i call now?,NOT_SPAM
NOT_SPAM,Got meh... When?,497,Got meh... When?,NOT_SPAM
NOT_SPAM,Nope... Think i will go for it on monday... Sorry i replied so late,498,Nope... Think i will go for it on monday... Sorry i replied so late,NOT_SPAM
NOT_SPAM,Some of them told accenture is not confirm. Is it true.,499,Some of them told accenture is not confirm. Is it true.,NOT_SPAM
NOT_SPAM,"Kate jackson rec center before 7ish, right?",500,"Kate jackson rec center before 7ish, right?",NOT_SPAM
NOT_SPAM,Dear i have reache room,501,Dear i have reache room,NOT_SPAM
NOT_SPAM,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose u lose if u win u still lose.",502,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",NOT_SPAM
NOT_SPAM,When can u come out?,503,When can ü come out?,NOT_SPAM
NOT_SPAM,Check with nuerologist.,504,Check with nuerologist.,NOT_SPAM
NOT_SPAM,Lolnice. I went from a fish to ..water.?,505,Lolnice. I went from a fish to ..water.?,NOT_SPAM
SPAM,123 Congratulations in this week's competition draw u have won the 1450 prize to claim just call 09050002311 b4280703. T Cs stop SMS 08718727868. Over 18 only 150ppm,506,+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,SPAM
NOT_SPAM,No it is waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.,507,No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.,NOT_SPAM
NOT_SPAM,"Maybe westshore or hyde park village, the place near my house?",508,"Maybe westshore or hyde park village, the place near my house?",NOT_SPAM
NOT_SPAM,You should know now. So how is anthony. Are you bringing money. I have school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....,509,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,NOT_SPAM
NOT_SPAM,What's the significance?,510,What's the significance?,NOT_SPAM
NOT_SPAM,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,511,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,NOT_SPAM
NOT_SPAM,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",512,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",NOT_SPAM
NOT_SPAM,Prabha..i'm soryda..realy..frm heart i am sory,513,Prabha..i'm soryda..realy..frm heart i'm sory,NOT_SPAM
NOT_SPAM,Lol ok your forgiven,514,Lol ok your forgiven :),NOT_SPAM
NOT_SPAM,No..jst change tat only..,515,No..jst change tat only..,NOT_SPAM
SPAM,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a 500 prize! Txt word COLLECT to No 83355! IBHltd LdnW15H 150p Mtmsgrcvd18",516,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",SPAM
NOT_SPAM,S no competition for him.,517,S:)no competition for him.,NOT_SPAM
SPAM,Boltblue tones for 150p Reply POLY or MONO eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,518,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,SPAM
SPAM,Your credits have been topped up for bubbletext.com Your renewal Pin is tgxxrz,519,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,SPAM
NOT_SPAM,"That way transport is less problematic than on sat night. By the way, if u want to ask n to join my bday, feel free. But need to know definite nos as booking on fri.",520,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. ",NOT_SPAM
NOT_SPAM,Usually the person is unconscious that is in children but in adults they may just behave abnormally. I.ll call you now,521,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now,NOT_SPAM
NOT_SPAM,But that is on ebay it might be less elsewhere.,522,But that's on ebay it might be less elsewhere.,NOT_SPAM
NOT_SPAM,Shall i come to get pickle,523,Shall i come to get pickle,NOT_SPAM
NOT_SPAM,Were gonna go get some tacos,524,Were gonna go get some tacos,NOT_SPAM
NOT_SPAM,"That's very rude, you on campus?",525,"That's very rude, you on campus?",NOT_SPAM
SPAM,"URGENT! Your Mobile No. was awarded a 2,000 Bonus Caller Prize on 02 09 03! This is our 2nd attempt to contact YOU! Call 0871 872 9755 BOX95QU",526,"URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",SPAM
NOT_SPAM,Hi i will not b ard 4 christmas. But do enjoy n merry x'mas.,527,Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,NOT_SPAM
SPAM,"Today's Offer! Claim ur 150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. 3.00 Sub. 16 . Unsub reply X",528,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X",SPAM
NOT_SPAM,Yes! How is a pretty lady like you single?,529,Yes! How is a pretty lady like you single?,NOT_SPAM
SPAM,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,530,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,SPAM
NOT_SPAM,Jay says that you are a double faggot,531,Jay says that you're a double-faggot,NOT_SPAM
SPAM,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18 11 04,532,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 ,SPAM
NOT_SPAM,What Today sunday..sunday is holiday..so no work..,533,What Today-sunday..sunday is holiday..so no work..,NOT_SPAM
NOT_SPAM,Gudnite....tc...practice going on,534,Gudnite....tc...practice going on,NOT_SPAM
NOT_SPAM,I will be late...,535,I'll be late...,NOT_SPAM
NOT_SPAM,"I have not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day.",536,"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day.",NOT_SPAM
NOT_SPAM,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea",537,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea",NOT_SPAM
NOT_SPAM,"Probably gonna be here for a while, see you later tonight",538,"Probably gonna be here for a while, see you later tonight &lt;)",NOT_SPAM
NOT_SPAM,Or maybe my fat fingers just press all these buttons and it does not know what to do.,539,Or maybe my fat fingers just press all these buttons and it doesn't know what to do.,NOT_SPAM
NOT_SPAM,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,540,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,NOT_SPAM
NOT_SPAM,"I am in tirupur da, once you started from office call me.",541,"I am in tirupur da, once you started from office call me.",NOT_SPAM
SPAM,from MonthlySubscription 50p msg max6 month T CsC web age16 2stop txt stop,542,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,SPAM
NOT_SPAM,"A famous quote when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'",543,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'",NOT_SPAM
NOT_SPAM,But am going to college pa. What to do. are else ill come there it self. Pa.,544,But am going to college pa. What to do. are else ill come there it self. Pa.,NOT_SPAM
NOT_SPAM,4 oclock at mine. Just to bash out a flat plan.,545,4 oclock at mine. Just to bash out a flat plan.,NOT_SPAM
NOT_SPAM,This girl does not stay in bed. This girl does not need recovery time. Id rather pass out while having fun then be cooped up in bed,546,This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed,NOT_SPAM
NOT_SPAM,Then any special there?,547,Then any special there?,NOT_SPAM
NOT_SPAM,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,548,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,NOT_SPAM
NOT_SPAM,"Sorry that took so long, omw now",549,"Sorry that took so long, omw now",NOT_SPAM
NOT_SPAM,Wait min..,550,Wait  &lt;#&gt;  min..,NOT_SPAM
NOT_SPAM,Ok give me 5 minutes I think I see her. BTW you are my alibi. You were cutting my hair the whole time.,551,Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.,NOT_SPAM
NOT_SPAM,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck",552,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck",NOT_SPAM
NOT_SPAM,"Hurry up, I have been weed deficient for like three days",553,"Hurry up, I've been weed-deficient for like three days",NOT_SPAM
NOT_SPAM,"Sure, if I get an acknowledgement from you that it is astoundingly tactless and generally faggy to demand a blood oath fo",554,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo",NOT_SPAM
NOT_SPAM,Ok. Every night take a warm bath drink a cup of milk and you will see a work of magic. You still need to loose weight. Just so that you know,555,Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know,NOT_SPAM
NOT_SPAM,Ill have a look at the frying pan in case its cheap or a book perhaps. No thats silly a frying pan isnt likely to be a book,556,I‘ll have a look at the frying pan in case it‘s cheap or a book perhaps. No that‘s silly a frying pan isn‘t likely to be a book,NOT_SPAM
NOT_SPAM,O. Well uv causes mutations. Sunscreen is like essential thesedays,557,O. Well uv causes mutations. Sunscreen is like essential thesedays,NOT_SPAM
NOT_SPAM,Having lunch you are not in online?why?,558,Having lunch:)you are not in online?why?,NOT_SPAM
NOT_SPAM,I know that my friend already told that.,559,I know that my friend already told that.,NOT_SPAM
NOT_SPAM,Hi Princess! Thank you for the pics. You are very pretty. How are you?,560,Hi Princess! Thank you for the pics. You are very pretty. How are you?,NOT_SPAM
NOT_SPAM,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee..",561,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. ",NOT_SPAM
NOT_SPAM,Hi msg me i'm in office..,562,Hi msg me:)i'm in office..,NOT_SPAM
NOT_SPAM,Thanx 4 e brownie it is v nice...,563,Thanx 4 e brownie it's v nice...,NOT_SPAM
NOT_SPAM,Geeeee ... I love you so much I can barely stand it,564,Geeeee ... I love you so much I can barely stand it,NOT_SPAM
SPAM,GENT! We are trying to contact you. Last weekends draw shows that you won a 1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,565,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm ,SPAM
NOT_SPAM,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ...",566,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ...",NOT_SPAM
NOT_SPAM,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?",567,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?",NOT_SPAM
NOT_SPAM,Oooh bed ridden ey? What are YOU thinking of?,568,Oooh bed ridden ey? What are YOU thinking of?,NOT_SPAM
NOT_SPAM,"So anyways, you can just go to your gym or whatever, my love smiles I hope your ok and having a good day babe ... I miss you so much already",569,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already",NOT_SPAM
NOT_SPAM,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,570,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,NOT_SPAM
NOT_SPAM,WOT U WANNA DO THEN MISSY?,571,WOT U WANNA DO THEN MISSY?,NOT_SPAM
NOT_SPAM,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...,572,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...,NOT_SPAM
NOT_SPAM,Do you know where my lab goggles went,573,Do you know where my lab goggles went,NOT_SPAM
NOT_SPAM,Can you open the door?,574,Can you open the door?,NOT_SPAM
NOT_SPAM,Waiting for your call.,575,Waiting for your call.,NOT_SPAM
NOT_SPAM,Nope i waiting in sch 4 daddy...,576,Nope i waiting in sch 4 daddy... ,NOT_SPAM
SPAM,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327",577,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327",SPAM
NOT_SPAM,"I am tired of arguing with you about this week after week. Do what you want and from now on, i will do the same.",578,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same.",NOT_SPAM
NOT_SPAM,U wait 4 me in sch i finish ard 5..,579,Ü wait 4 me in sch i finish ard 5..,NOT_SPAM
SPAM,"our mobile number has won 5000, to claim calls us back or ring the claims hot line on 09050005321.",580,"our mobile number has won £5000, to claim calls us back or ring the claims hot line on 09050005321.",SPAM
NOT_SPAM,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake sayin Bite me, bite me.",581,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.",NOT_SPAM
NOT_SPAM,Huh so early.. Then u having dinner outside izzit?,582,Huh so early.. Then ü having dinner outside izzit?,NOT_SPAM
NOT_SPAM,Ok anyway no need to change with what you said,583,Ok anyway no need to change with what you said,NOT_SPAM
SPAM,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,584,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,SPAM
NOT_SPAM,my ex wife was not able to have kids. Do you want kids one day?,585,my ex-wife was not able to have kids. Do you want kids one day?,NOT_SPAM
NOT_SPAM,So how is scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,586,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,NOT_SPAM
NOT_SPAM,Tell them u have a headache and just want to use 1 hour of sick time.,587,Tell them u have a headache and just want to use 1 hour of sick time.,NOT_SPAM
NOT_SPAM,"I dun thk i will quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den...",588,"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... ",NOT_SPAM
NOT_SPAM,Pete can you please ring meive hardly gotany credit,589,Pete can you please ring meive hardly gotany credit,NOT_SPAM
NOT_SPAM,Ya srsly better than yi tho,590,Ya srsly better than yi tho,NOT_SPAM
NOT_SPAM,"I am in a meeting, call me later at",591,"I'm in a meeting, call me later at",NOT_SPAM
SPAM,"For ur chance to win a 250 wkly shopping spree TXT SHOP to 80878. T's C's custcare 08715705022, 1x150p wk",592,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",SPAM
SPAM,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16 . T Cs apply. AG Promo,593,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,SPAM
SPAM,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un redeemed S. I. M. points. Call 08715203677 Identifier Code 42478 Expires 24 10 04,594,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,SPAM
NOT_SPAM,You still at grand prix?,595,You still at grand prix?,NOT_SPAM
NOT_SPAM,"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...",596,"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...",NOT_SPAM
NOT_SPAM,I am great! How are you?,597,I am great! How are you?,NOT_SPAM
NOT_SPAM,Gud mrng dear have a nice day,598,Gud mrng dear have a nice day,NOT_SPAM
SPAM,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,599,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,SPAM
NOT_SPAM,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too,600,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too,NOT_SPAM
NOT_SPAM,I am going out to buy mum's present ar.,601,I'm going out to buy mum's present ar.,NOT_SPAM
NOT_SPAM,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean.. D,602,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D,NOT_SPAM
NOT_SPAM,If u sending her home first it is ok lor. I am not ready yet.,603,If u sending her home first it's ok lor. I'm not ready yet.,NOT_SPAM
NOT_SPAM,Speaking of does he have any cash yet?,604,Speaking of does he have any cash yet?,NOT_SPAM
NOT_SPAM,Be happy there. I will come after noon,605,Be happy there. I will come after noon,NOT_SPAM
NOT_SPAM,Meet after lunch la...,606,Meet after lunch la...,NOT_SPAM
NOT_SPAM,TaKe CaRE n gET WeLL sOOn,607,TaKe CaRE n gET WeLL sOOn,NOT_SPAM
SPAM,XCLUSIVE CLUBSAISAI 2MOROW 28 5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info 07946746291 07880867867,608,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 ,SPAM
NOT_SPAM,what I meant to say is cant wait to see u again getting bored of this bridgwater banter,609,what I meant to say is cant wait to see u again getting bored of this bridgwater banter,NOT_SPAM
NOT_SPAM,Neva mind it is ok..,610,Neva mind it's ok..,NOT_SPAM
NOT_SPAM,"It's fine, imma get a drink or somethin. Want me to come find you?",611,"It's fine, imma get a drink or somethin. Want me to come find you?",NOT_SPAM
SPAM,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,612,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,SPAM
NOT_SPAM,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques which colour suits me the best?rply me,613,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me,NOT_SPAM
NOT_SPAM,I have many dependents,614,I have many dependents,NOT_SPAM
NOT_SPAM,THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C,615,THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C,NOT_SPAM
NOT_SPAM,I called and said all to him then he have to choose this future.,616,I called and said all to him:)then he have to choose this future.,NOT_SPAM
NOT_SPAM,Happy valentines day I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...,617,Happy valentines day I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...,NOT_SPAM
NOT_SPAM,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,618,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,NOT_SPAM
NOT_SPAM,For my family happiness..,619,For my family happiness..,NOT_SPAM
NOT_SPAM,I come n pick u up... Come out immediately aft ur lesson...,620,I come n pick ü up... Come out immediately aft ur lesson...,NOT_SPAM
NOT_SPAM,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.,621,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.,NOT_SPAM
NOT_SPAM,Dear we got dollars hi hi,622,Dear we got  &lt;#&gt;  dollars hi hi,NOT_SPAM
NOT_SPAM,Good words.... But words may leave u in dismay many times.,623,Good words.... But words may leave u in dismay many times.,NOT_SPAM
NOT_SPAM,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,624,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,NOT_SPAM
NOT_SPAM,"sorry, no, have got few things to do. may be in pub later.",625,"sorry, no, have got few things to do. may be in pub later.",NOT_SPAM
NOT_SPAM,"Nah it is straight, if you can just bring bud or drinks or something that is actually a little more useful than straight cash",626,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash",NOT_SPAM
NOT_SPAM,"Haha good to hear, I am officially paid and on the market for an 8th",627,"Haha good to hear, I'm officially paid and on the market for an 8th",NOT_SPAM
NOT_SPAM,How many licks does it take to get to the center of a tootsie pop?,628,How many licks does it take to get to the center of a tootsie pop?,NOT_SPAM
NOT_SPAM,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.,629,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.,NOT_SPAM
SPAM,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,630,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,SPAM
SPAM,Todays Vodafone numbers ending with 4882 are selected to a receive a 350 award. If your number matches call 09064019014 to receive your 350 award.,631,Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.,SPAM
NOT_SPAM,Please dont say like that. Hi hi hi,632,Please dont say like that. Hi hi hi,NOT_SPAM
NOT_SPAM,Thank u!,633,Thank u!,NOT_SPAM
NOT_SPAM,Oh that was a forwarded message. I thought you send that to me,634,Oh that was a forwarded message. I thought you send that to me,NOT_SPAM
NOT_SPAM,Got it. Seventeen pounds for seven hundred ml hope ok.,635,Got it. Seventeen pounds for seven hundred ml – hope ok.,NOT_SPAM
SPAM,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to e tlp.co.uk Ts Cs apply.2 stop texts txt STOP to 80062.",636,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",SPAM
NOT_SPAM,Me n him so funny...,637,Me n him so funny...,NOT_SPAM
NOT_SPAM,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola",638,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola",NOT_SPAM
NOT_SPAM,When u login dat time... Dad fetching u home now?,639,When ü login dat time... Dad fetching ü home now?,NOT_SPAM
NOT_SPAM,"What will we do in the shower, baby?",640,"What will we do in the shower, baby?",NOT_SPAM
NOT_SPAM,I had askd u a question some hours before. Its answer,641,I had askd u a question some hours before. Its answer,NOT_SPAM
NOT_SPAM,"Well imma definitely need to restock before thanksgiving, I will let you know when I am out",642,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out",NOT_SPAM
NOT_SPAM,"said kiss, kiss, i cannot do the sound effects! He is a gorgeous man is not he! Kind of person who needs a smile to brighten his day!",643," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! ",NOT_SPAM
NOT_SPAM,Probably gonna swing by in a wee bit,644,Probably gonna swing by in a wee bit,NOT_SPAM
NOT_SPAM,Ya very nice. . .be ready on thursday,645,Ya very nice. . .be ready on thursday,NOT_SPAM
NOT_SPAM,Allo! We have braved the buses and taken on the trains and triumphed. I mean were in bham. Have a jolly good rest of week,646,Allo! We have braved the buses and taken on the trains and triumphed. I mean we‘re in b‘ham. Have a jolly good rest of week,NOT_SPAM
NOT_SPAM,"Watching cartoon, listening music at eve had to go temple church.. What about u?",647,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",NOT_SPAM
NOT_SPAM,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.,648,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.,NOT_SPAM
SPAM,PRIVATE! Your 2003 Account Statement for shows 800 un redeemed S. I. M. points. Call 08715203694 Identifier Code 40533 Expires 31 10 04,649,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,SPAM
NOT_SPAM,No prob. I will send to your email.,650,No prob. I will send to your email.,NOT_SPAM
SPAM,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T C RSTM, SW7 3SS. 150ppm",651,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm",SPAM
NOT_SPAM,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard,652,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :),NOT_SPAM
NOT_SPAM,I am gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?,653,I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?,NOT_SPAM
